,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
567,“Good leaders don’t tell people what to do; they give them capability and inspiration” -Jeffrey Immelt.” Sadly in #ireland 2021 we lack the above with #COVID19,1466883181936881669,2021-12-03 21:32:58,4944,good leader tell peopl give capabl inspir jeffrey immelt sadli ireland lack covid,0
568,"@AOC How about mailing free in-home #COVID19 test kits to all Medicare pts? Private insurance pts are getting them. Medicare enrollees are older, more vulnerable &amp; have more difficulty traveling/affording to get the kits. @SpeakerPelosi @JoeBiden @maddow @AC360",1466882836988841994,2021-12-03 21:31:36,249,mail free home covid test kit medicar pt privat insur pt get medicar enrolle older vulner amp difficulti travel afford get kit,0
569,"I wonder, with the vaccine wearing off, why so many shots? Is it to slow the spread until we all get #COVID19 and natural immunity or make big money for big pharma?
#pfizergates #PfizerLeak #BoosterShots #Pfizer",1466882793221222400,2021-12-03 21:31:25,20,wonder vaccin wear mani shot slow spread get covid natur immun make big money big pharma pfizerg pfizerleak boostershot pfizer,0
570,"So #Bighead is clear? 
What they do give him 2 test back to back? 
#COVID19 #Omnicron 
Reinfection is imminent! 
#KyrieIrving",1466882655295709184,2021-12-03 21:30:53,387,bighead clear give test back back covid omnicron reinfect immin kyrieirv,0
571,@Jim_Jordan @Jim_Jordan @gop @HouseGOP @SenateGOP just how many #COVID19 deaths is UNACCEPTABLE to you? #Ohio 🗳🗳🗳#VoteHimOut #GymJordan must go now!!,1466882593652051969,2021-12-03 21:30:38,6206,mani covid death unaccept ohio votehimout gymjordan must go,0
572,"23 #SouthDakota residents have died of #COVID19 in just the first three days of December. New Zealand, a nation of more than 5 million people, has had 44 total deaths during the pandemic. Leadership matters. We don’t have it here and it is killing us. @govkristinoem @IanTFury",1466882554741547008,2021-12-03 21:30:29,7463,southdakota resid die covid first three day decemb new zealand nation million peopl total death pandem leadership matter kill us,0
573,"The head of the German Biontech company, Ugur Sahin, said on Friday that his company may be able to modify its vaccine against the Corona virus relatively quickly to combat the new mutant ""Omicron"".

#Omicron #OmicronVarient #COVID19 #CovidVaccine",1466882505177456642,2021-12-03 21:30:17,1643,head german biontech compani ugur sahin said friday compani may abl modifi vaccin corona viru rel quickli combat new mutant omicron omicron omicronvari covid covidvaccin,0
574,"1,703 new cases and 24 new deaths in Azerbaijan 

[22:30 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466882448516595723,2021-12-03 21:30:03,1256,new case new death azerbaijan gmt coronaviru coronavirusupd covid coronaviruspandem,0
575,@Jim_Jordan @Jim_Jordan @gop @HouseGOP @SenateGOP just how many #COVID19 deaths is UNACCEPTABLE to you? #Ohio 🗳🗳🗳#VoteHimOut #GymJordan must go now!!,1466882440467652609,2021-12-03 21:30:01,6206,mani covid death unaccept ohio votehimout gymjordan must go,0
576,@Jim_Jordan @Jim_Jordan @gop @HouseGOP @SenateGOP just how many #COVID19 deaths is UNACCEPTABLE to you? #Ohio 🗳🗳🗳#VoteHimOut #GymJordan must go now!!,1466882299165745156,2021-12-03 21:29:28,6206,mani covid death unaccept ohio votehimout gymjordan must go,0
577,Got my booster today. No issues whatsoever. Grateful for science. #CovidVaccine #COVID19 #Covid_19,1466882255037550596,2021-12-03 21:29:17,6867,got booster today issu whatsoev grate scienc covidvaccin covid covid _,0
578,@newsmax @Jim_Jordan @Jim_Jordan @gop @HouseGOP @SenateGOP just how many #COVID19 deaths is UNACCEPTABLE to you? #Ohio 🗳🗳🗳#VoteHimOut #GymJordan must go now!!,1466882232887353345,2021-12-03 21:29:12,6206,mani covid death unaccept ohio votehimout gymjordan must go,0
579,Shocked to realize that the Courtyard by Marriott Lenox is neither checking vaccination status nor enforcing mask mandate. @Marriott #COVID19,1466882191443509248,2021-12-03 21:29:02,374,shock realiz courtyard marriott lenox neither check vaccin statu enforc mask mandat covid,0
580,@Jim_Jordan @gop @HouseGOP @SenateGOP just how many #COVID19 deaths is UNACCEPTABLE to you? #Ohio 🗳🗳🗳#VoteHimOut #GymJordan must go now!!,1466882103899877376,2021-12-03 21:28:41,6206,mani covid death unaccept ohio votehimout gymjordan must go,0
581,All the countries banned travel to South Africa but I bet when gold prices go up they will be back #SouthAfrica #Africa #COVID19 #coronavirus,1466882091027779594,2021-12-03 21:28:38,3,countri ban travel south africa bet gold price go back southafrica africa covid coronaviru,0
582,"@DHSCgovuk Small businesses will be impacted if the vaccine effectiveness is reduced and lead to a lockdown
#OmnicronVariant #omnicorn #COVID19",1466882011772207105,2021-12-03 21:28:19,229,small busi impact vaccin effect reduc lead lockdown omnicronvari omnicorn covid,0
583,"The worst thing about this evenings announcement is we know there will be another one in 2 weeks time, which will be way worse, this government and NPHET have continously lied to us its backwards we are going 😤😤 #NPHET #COVID19",1466881872286388228,2021-12-03 21:27:46,512,worst thing even announc know anoth one week time way wors govern nphet contin lie us backward go nphet covid,0
584,"How come when @JoeBiden gets a cold it's a cold but if we get a cold it's covid?
#COVID19",1466881828674056196,2021-12-03 21:27:35,48,come get cold cold get cold covid covid,0
585,Twitter as a medium has a legal obligation to remove falsehoods and dangerous nonsense about #COVID19  (a life-threatening infectious disease) and #vaccination . Trump was banned why doesn't it happen with @thierrybaudet ? @TwitterMedia,1466881682389278729,2021-12-03 21:27:01,29570,twitter medium legal oblig remov falsehood danger nonsens covid life threaten infecti diseas vaccin trump ban happen,0
586,"@ActavisPL @Patrycjusz14 @Agniesz01418755 @szczepimysie @placzekgrzegorz @MZ_GOV_PL @a_niedzielski Latest #COVID19 statistics from UK Health Security Agency

55.6% cases #vaccinated   
63.3% hospitalisations vaccinated 
79.7% Covid deaths vaccinated  

38.1% cases #unvaccinated
35.5% hospitalisations unvaccinated 
19.5% Covid deaths unvaccinated
69% population fully vaccinated",1466881676072693766,2021-12-03 21:26:59,1,latest covid statist uk health secur agenc case vaccin hospitalis vaccin covid death vaccin case unvaccin hospitalis unvaccin covid death unvaccin popul fulli vaccin,0
587,"My office had everybody return to work Monday.

Someone already tested positive for #COVID19

Can we maybe rethink having staff work in airtight rooms with open cubicles?",1466881604110987264,2021-12-03 21:26:42,816,offic everybodi return work monday someon alreadi test posit covid mayb rethink staff work airtight room open cubicl,0
588,in a red market the shiba inu is stable ! #shiba #shibainu #RedMarket #Omicron #COVID19 #Crypto #StableCoin,1466881384199430145,2021-12-03 21:25:49,531,red market shiba inu stabl shiba shibainu redmarket omicron covid crypto stablecoin,0
589,That wasn’t #Delta or #OmicronVarient . That was original #COVID19,1466881381842432003,2021-12-03 21:25:49,959,delta omicronvari origin covid,0
590,"Boostered 7 hours ago! Arm hurts, head aches and definitely think the rest of Friday evening should be spent sleeping 🛌 . #COVID19 #vaccination #vaccinated #WearAMask",1466881336552132611,2021-12-03 21:25:38,397,booster hour ago arm hurt head ach definit think rest friday even spent sleep covid vaccin vaccin wearamask,0
591,"@ABC7 #COVID19 @CDCgov @VP  We  keep hearing that the spread is causing FEAR in most people over the age of 40!these are the true labor force in passing down their skills to the next? average age in congress?house,sen, our leaders! yet no covid deaths there? infections?
areas of spread",1466881205110931458,2021-12-03 21:25:07,11,covid keep hear spread caus fear peopl age true labor forc pass skill next averag age congress hous sen leader yet covid death infect area spread,0
592,"30 new cases in Monaco 

[22:24 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466881075892961281,2021-12-03 21:24:36,1256,new case monaco gmt coronaviru coronavirusupd covid coronaviruspandem,0
593,"@NicolaSturgeon Important to take proper precautions in order help limit the cases from rising 
#Omnicron #OmnicronVariant #COVID19",1466880967193333760,2021-12-03 21:24:10,229,import take proper precaut order help limit case rise omnicron omnicronvari covid,0
594,#COVID19 &amp; #coronavirus I seen what you did last summer ! #PessimaGrownBoy,1466880964441825281,2021-12-03 21:24:09,1,covid amp coronaviru seen last summer pessimagrownboy,0
595,My n95 masks finally got delivered!!! I’m so excited because there’s a new library in town I’ve been wanting to go to and with these masks now I can! Thanks science ❤️ #COVID19 #Airborne #ImmunocompromisedLife,1466880959442259970,2021-12-03 21:24:08,27,n mask final got deliv excit new librari town want go mask thank scienc covid airborn immunocompromisedlif,0
596,"@tessvanstraaten @CHEK_News @CHEK_media I must admit that I do not have ""funnelcloud"" on my Year-2 #COVID19 bingo card for December. 😱",1466880897555185664,2021-12-03 21:23:53,1085,must admit funnelcloud year covid bingo card decemb,0
597,Day 628 of 15 days to slow the spread #COVID19,1466880719964327944,2021-12-03 21:23:11,133,day day slow spread covid,0
598,So a theatre with a play where everyone is seated and masked has to reduce capacity to 50% yet hundreds of wedding guests can dance and get shit faced listening to live music with no limits on numbers?? Absolute bullshit #NPHET #COVID19,1466880649185406982,2021-12-03 21:22:54,1606,theatr play everyon seat mask reduc capac yet hundr wed guest danc get shit face listen live music limit number absolut bullshit nphet covid,0
599,@AttyErinS @jasonaring @mhdksafa don’t t get me wrong - I can see statistics - I see that that among hospitalized cases of #Covid19 around the world - the large portion are #unvaccinated. Tons of people feel fine &amp; are happy w/ getting them. That is great. People who haven’t had covid should try if dr recommend,1466880621402275851,2021-12-03 21:22:48,149,get wrong see statist see among hospit case covid around world larg portion unvaccin ton peopl feel fine amp happi w get great peopl covid tri dr recommend,0
600,"@BBCNews There is no evidence to support these #VaccinePassports Adult cases in Wales from September to October were:-

Total 20,194
Vaccinated 17,727 (88%)
Unvaccinated 2,467 (12%) 

Even the infection rates were higher in the vaccinated 0.79% to 0.68% #COVID19",1466880587935924231,2021-12-03 21:22:40,91,evid support vaccinepassport adult case wale septemb octob total vaccin unvaccin even infect rate higher vaccin covid,0
601,"Dr Stella Immanuel
@Stellaimmanueld
·
Dec 1st
To Purchase HCQ and IVERMECTIN
Send a text message with your name and address to  (541) 931-9228 or (814) 644-7847 #covid19 #omicron_variant #Usa #Texas",1466880542985625612,2021-12-03 21:22:29,208,dr stella immanuel dec stto purchas hcq ivermectinsend text messag name address covid omicron_vari usa texa,0
602,"According to the International Air Transport Association (IATA), the rebound in air travel continued in October, with improvements across the board in both domestic and international markets. #IATA #InternationalAirTransportAssociation #COVID19",1466880508906942481,2021-12-03 21:22:21,2,accord intern air transport associ iata rebound air travel continu octob improv across board domest intern market iata internationalairtransportassoci covid,0
603,@SowetanLIVE What fuckery is this? 🚮🚮🚮 how am I even a treat if I don't have #COVID19 yet unvaccinated ? Another question is what is the point of vaccinating then?,1466880196842246145,2021-12-03 21:21:06,4170,fuckeri even treat covid yet unvaccin anoth question point vaccin,0
